       36      50       2
        2       1       3     4    0.001
	2       6
         1  0.0000000000000E+00  0.0000000000000E+00         2         0
         2  0.1000000000000E+01  0.0000000000000E+00         2         0
         3  0.1000000000000E+01  0.1000000000000E+01         2         0
         4  0.0000000000000E+00  0.1000000000000E+01         2         0
         5  0.2000000000000E+00  0.1000000000000E+01         3         1
         6  0.8000000000000E+00  0.1000000000000E+01         3         1
         7  0.8000000000000E+00  0.2000000000000E+00         0         0
         8  0.2000000000000E+00  0.2000000000000E+00         0         0
         9  0.0000000000000E+00  0.2000000000000E+00         2         0
        10  0.2000000000000E+00  0.0000000000000E+00         1         0
        11  0.8000000000000E+00  0.0000000000000E+00         1         0
        12  0.1000000000000E+01  0.2000000000000E+00         2         0
        13  0.3999999999995E+00  0.0000000000000E+00         1         0
        14  0.5999999999994E+00  0.0000000000000E+00         1         0
        15  0.3999999999995E+00  0.2000000000000E+00         0         0
        16  0.5999999999994E+00  0.2000000000000E+00         0         0
        17  0.3999999999995E+00  0.1000000000000E+01         3         1
        18  0.5999999999994E+00  0.1000000000000E+01         3         1
        19  0.0000000000000E+00  0.3999999999995E+00         2         0
        20  0.0000000000000E+00  0.5999999999989E+00         2         0
        21  0.0000000000000E+00  0.7999999999995E+00         2         0
        22  0.2000000000000E+00  0.3999999999995E+00         0         0
        23  0.2000000000000E+00  0.5999999999989E+00         0         0
        24  0.2000000000000E+00  0.7999999999995E+00         0         0
        25  0.8000000000000E+00  0.3999999999995E+00         0         0
        26  0.8000000000000E+00  0.5999999999989E+00         0         0
        27  0.8000000000000E+00  0.7999999999995E+00         0         0
        28  0.1000000000000E+01  0.3999999999995E+00         2         0
        29  0.1000000000000E+01  0.5999999999989E+00         2         0
        30  0.1000000000000E+01  0.7999999999995E+00         2         0
        31  0.3999999999995E+00  0.7999999999995E+00         0         0
        32  0.3999999999995E+00  0.5999999999989E+00         0         0
        33  0.3999999999995E+00  0.3999999999995E+00         0         0
        34  0.5999999999994E+00  0.7999999999995E+00         0         0
        35  0.5999999999994E+00  0.5999999999989E+00         0         0
        36  0.5999999999994E+00  0.3999999999995E+00         0         0
         1         2         1         8        22         9         0         0         0         0         0
         2         2         1         9        22        19         0         0         0         0         0
         3         2         1        22        23        19         0         0         0         0         0
         4         2         1        19        23        20         0         0         0         0         0
         5         2         1        23        24        20         0         0         0         0         0
         6         2         1        20        24        21         0         0         0         0         0
         7         2         1        24         5        21         0         0         0         0         0
         8         2         1        21         5         4         0         0         0         0         0
         9         1         1        24        17         5         0         0         0         0         0
        10         1         1        31        17        24         0         0         0         0         0
        11         1         1        32        31        24         0         0         0         0         0
        12         1         1        24        23        32         0         0         0         0         0
        13         1         1        22        32        23         0         0         0         0         0
        14         1         1        33        32        22         0         0         0         0         0
        15         1         1        15        33        22         0         0         0         0         0
        16         1         1        22         8        15         0         0         0         0         0
        17         1         1        34        18        17         0         0         0         0         0
        18         1         1        17        31        34         0         0         0         0         0
        19         1         1        32        34        31         0         0         0         0         0
        20         1         1        35        34        32         0         0         0         0         0
        21         1         1        36        35        32         0         0         0         0         0
        22         1         1        32        33        36         0         0         0         0         0
        23         1         1        15        36        33         0         0         0         0         0
        24         1         1        16        36        15         0         0         0         0         0
        25         1         1        34         6        18         0         0         0         0         0
        26         1         1        27         6        34         0         0         0         0         0
        27         1         1        26        27        34         0         0         0         0         0
        28         1         1        34        35        26         0         0         0         0         0
        29         1         1        36        26        35         0         0         0         0         0
        30         1         1        25        26        36         0         0         0         0         0
        31         1         1         7        25        36         0         0         0         0         0
        32         1         1        36        16         7         0         0         0         0         0
        33         2         1        12        25         7         0         0         0         0         0
        34         2         1        28        25        12         0         0         0         0         0
        35         2         1        28        26        25         0         0         0         0         0
        36         2         1        29        26        28         0         0         0         0         0
        37         2         1        29        27        26         0         0         0         0         0
        38         2         1        30        27        29         0         0         0         0         0
        39         2         1        30         6        27         0         0         0         0         0
        40         2         1         3         6        30         0         0         0         0         0
        41         2         1         1         8         9         0         0         0         0         0
        42         2         1        10         8         1         0         0         0         0         0
        43         2         1        10        13         8         0         0         0         0         0
        44         2         1         8        13        15         0         0         0         0         0
        45         2         1        13        14        15         0         0         0         0         0
        46         2         1        15        14        16         0         0         0         0         0
        47         2         1        14        11        16         0         0         0         0         0
        48         2         1        16        11         7         0         0         0         0         0
        49         2         1        11        12         7         0         0         0         0         0
        50         2         1         2        12        11         0         0         0         0         0
