         108         202
         1  0.0000000000000E+00  0.0000000000000E+00         2         0
         2  0.1000000000000E+01  0.0000000000000E+00         2         0
         3  0.1000000000000E+01  0.1000000000000E+01         2         0
         4  0.0000000000000E+00  0.1000000000000E+01         2         0
         5  0.2000000000000E+00  0.1000000000000E+01         3         1
         6  0.8000000000000E+00  0.1000000000000E+01         3         1
         7  0.8000000000000E+00  0.2000000000000E+00         0         0
         8  0.2000000000000E+00  0.2000000000000E+00         0         0
         9  0.0000000000000E+00  0.2000000000000E+00         2         0
        10  0.2000000000000E+00  0.0000000000000E+00         1         0
        11  0.8000000000000E+00  0.0000000000000E+00         1         0
        12  0.1000000000000E+01  0.2000000000000E+00         2         0
        13  0.3999999999995E+00  0.0000000000000E+00         1         0
        14  0.5999999999994E+00  0.0000000000000E+00         1         0
        15  0.3999999999995E+00  0.2000000000000E+00         0         0
        16  0.5999999999994E+00  0.2000000000000E+00         0         0
        17  0.3999999999995E+00  0.1000000000000E+01         3         1
        18  0.5999999999994E+00  0.1000000000000E+01         3         1
        19  0.0000000000000E+00  0.3999999999995E+00         2         0
        20  0.0000000000000E+00  0.5999999999989E+00         2         0
        21  0.0000000000000E+00  0.7999999999995E+00         2         0
        22  0.2000000000000E+00  0.3999999999995E+00         0         0
        23  0.2000000000000E+00  0.5999999999989E+00         0         0
        24  0.2000000000000E+00  0.7999999999995E+00         0         0
        25  0.8000000000000E+00  0.3999999999995E+00         0         0
        26  0.8000000000000E+00  0.5999999999989E+00         0         0
        27  0.8000000000000E+00  0.7999999999995E+00         0         0
        28  0.1000000000000E+01  0.3999999999995E+00         2         0
        29  0.1000000000000E+01  0.5999999999989E+00         2         0
        30  0.1000000000000E+01  0.7999999999995E+00         2         0
        31  0.3999999999995E+00  0.7999999999995E+00         0         0
        32  0.3999999999995E+00  0.5999999999989E+00         0         0
        33  0.3999999999995E+00  0.3999999999995E+00         0         0
        34  0.5999999999994E+00  0.7999999999995E+00         0         0
        35  0.5999999999994E+00  0.5999999999989E+00         0         0
        36  0.5999999999994E+00  0.3999999999995E+00         0         0
        37  0.2010000000000E+00  0.8017071067807E+00         0         0
        38  0.3987928932183E+00  0.9995000000000E+00         3         0
        39  0.2010000000000E+00  0.9995000000000E+00         3         0
        40  0.3994999999995E+00  0.8004999999995E+00         0         0
        41  0.3994999999995E+00  0.9987928932188E+00         3         0
        42  0.2012071067812E+00  0.8004999999995E+00         0         0
